Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,No,Travel_Frequently,211,Sales,3,3,Life Sciences,1,704,3,Female,93,4,3,Sales Executive,4,Married,6906,22327,1,Y,No,14,4,4,80,0,2,3,4,2,2,2,2
32,No,Travel_Frequently,1474,Research & Development,12,1,Medical,1,705,2,Male,34,3,2,Research Scientist,1,Married,5723,9322,1,Y,No,11,3,2,80,0,6,0,4,1,1,1,1
28,No,Travel_Rarely,262,Research & Development,26,3,Life Sciences,1,706,3,Male,68,2,2,Healthcare Representative,4,Divorced,4806,5274,1,Y,No,14,3,4,80,0,7,4,4,1,1,1,1
41,Yes,Travel_Frequently,1223,Research & Development,16,2,Medical,1,707,2,Female,67,3,1,Laboratory Technician,3,Divorced,2303,25668,2,Y,Yes,18,3,3,80,2,9,3,4,4,0,4,4
45,No,Travel_Rarely,1023,Research & Development,9,3,Life Sciences,1,708,4,Male,86,3,1,Laboratory Technician,3,Married,2811,25348,6,Y,Yes,16,3,3,80,0,11,2,4,0,0,0,0
42,No,Travel_Rarely,476,Research & Development,23,3,Life Sciences,1,709,4,Male,39,4,2,Laboratory Technician,3,Married,4811,21684,0,Y,Yes,18,3,4,80,1,6,4,1,3,3,3,3
35,No,Travel_Rarely,1259,Research & Development,17,3,Life Sciences,1,710,2,Female,43,3,3,Manufacturing Director,2,Married,7323,12829,4,Y,No,17,3,3,80,1,14,5,4,5,5,5,5
18,Yes,Travel_Rarely,1224,Research & Development,25,3,Other,1,711,2,Male,77,4,1,Laboratory Technician,1,Single,1968,12167,0,Y,No,19,3,3,80,1,7,2,4,7,4,7,6
24,No,Travel_Rarely,1310,Research & Development,7,3,Medical,1,712,4,Male,56,2,1,Laboratory Technician,4,Married,3217,8820,4,Y,No,22,3,3,80,1,18,1,3,8,4,0,8
30,Yes,Travel_Rarely,362,Research & Development,29,2,Technical Degree,1,713,4,Male,87,4,1,Research Scientist,4,Divorced,3384,5310,2,Y,Yes,21,3,4,80,0,24,3,3,8,8,8,0
28,No,Non-Travel,533,Research & Development,19,2,Life Sciences,1,714,3,Male,97,2,2,Research Scientist,4,Married,5405,15987,3,Y,No,13,3,2,80,0,25,2,4,25,15,12,3
27,No,Travel_Rarely,1122,Research & Development,5,3,Medical,1,715,4,Male,47,3,2,Research Scientist,3,Divorced,5985,4434,1,Y,No,12,3,3,80,0,16,3,1,1,1,1,1
44,No,Travel_Rarely,1176,Research & Development,6,3,Medical,1,716,3,Female,62,4,2,Healthcare Representative,3,Married,4970,3663,3,Y,No,20,4,2,80,0,18,3,2,7,7,7,7
35,No,Travel_Rarely,530,Sales,6,2,Other,1,717,4,Male,44,3,3,Sales Executive,4,Married,6480,26923,6,Y,No,22,3,3,80,1,7,3,2,1,1,1,1
52,No,Travel_Frequently,211,Sales,27,4,Life Sciences,1,718,4,Female,71,2,2,Sales Representative,3,Divorced,4298,11784,1,Y,No,13,3,3,80,0,26,2,4,12,12,9,12
35,No,Travel_Rarely,828,Sales,21,4,Technical Degree,1,719,3,Male,56,3,5,Manager,3,Divorced,15489,6001,3,Y,No,17,3,2,80,0,14,2,3,4,4,4,4
30,No,Travel_Rarely,129,Sales,7,3,Other,1,720,3,Male,86,1,3,Sales Executive,4,Married,6630,12535,1,Y,No,15,3,4,80,3,21,3,3,6,4,6,6
33,No,Travel_Rarely,1056,Research & Development,4,3,Marketing,1,721,4,Female,33,3,3,Manufacturing Director,2,Divorced,7446,2925,6,Y,No,24,4,4,80,3,35,3,2,21,13,9,12
40,No,Travel_Rarely,1446,Research & Development,7,4,Medical,1,722,3,Female,48,3,2,Healthcare Representative,4,Single,5473,15730,6,Y,No,18,4,2,80,1,11,3,1,3,2,3,3
24,No,Travel_Rarely,538,Research & Development,14,3,Technical Degree,1,723,4,Female,76,3,1,Laboratory Technician,4,Divorced,2168,21683,0,Y,No,18,3,3,80,0,9,1,2,6,6,6,6
37,No,Travel_Frequently,250,Research & Development,22,2,Life Sciences,1,724,1,Male,62,4,2,Manufacturing Director,4,Divorced,3529,3541,2,Y,No,23,3,4,80,1,2,5,4,2,2,2,1
38,Yes,Travel_Rarely,414,Human Resources,26,2,Medical,1,725,2,Male,86,4,2,Human Resources,3,Single,5312,12977,0,Y,Yes,17,3,4,80,1,11,2,1,4,0,4,4
44,No,Travel_Rarely,1081,Sales,8,4,Marketing,1,726,2,Male,48,4,4,Sales Executive,4,Divorced,10026,11966,5,Y,Yes,13,3,1,80,1,3,3,3,2,2,2,2
39,No,Travel_Rarely,1154,Research & Development,16,3,Medical,1,727,3,Male,96,4,2,Laboratory Technician,2,Single,3838,12321,2,Y,No,13,3,3,80,1,4,5,4,2,2,2,2
26,No,Travel_Frequently,1222,Research & Development,8,3,Other,1,728,3,Female,86,3,2,Laboratory Technician,3,Single,3604,18601,2,Y,No,17,4,2,80,1,32,0,2,24,16,4,0
48,No,Travel_Rarely,1429,Research & Development,9,2,Life Sciences,1,729,3,Male,98,3,1,Healthcare Representative,4,Single,2518,13008,1,Y,Yes,13,3,3,80,0,21,2,3,2,2,2,2
30,No,Travel_Rarely,581,Research & Development,16,3,Life Sciences,1,730,1,Male,98,3,2,Laboratory Technician,2,Married,4186,20045,4,Y,No,15,3,3,80,0,15,3,3,0,0,0,0
47,No,Travel_Rarely,842,Sales,6,3,Life Sciences,1,731,4,Male,36,3,5,Manager,4,Married,17760,7460,3,Y,No,14,3,3,80,1,25,5,3,7,7,7,2
44,No,Travel_Rarely,944,Research & Development,26,4,Medical,1,732,3,Male,31,3,2,Healthcare Representative,3,Single,4806,15735,0,Y,No,20,4,3,80,1,13,3,4,8,8,8,8
45,No,Travel_Rarely,463,Sales,20,3,Medical,1,733,1,Female,32,4,5,Manager,1,Married,15189,12765,1,Y,No,23,3,3,80,0,1,3,4,0,0,0,0
37,No,Travel_Rarely,1298,Research & Development,11,3,Life Sciences,1,734,1,Female,83,3,2,Laboratory Technician,1,Single,3698,9676,0,Y,No,15,4,3,80,2,24,4,3,5,4,5,5
40,No,Travel_Rarely,1105,Research & Development,5,4,Life Sciences,1,735,3,Male,44,3,5,Manager,3,Divorced,19999,11959,0,Y,No,11,3,4,80,0,12,2,2,2,2,0,2
36,No,Travel_Frequently,386,Research & Development,6,4,Technical Degree,1,736,2,Male,37,4,3,Manufacturing Director,4,Married,8009,17977,3,Y,Yes,24,4,3,80,1,10,2,3,4,4,4,1
43,No,Travel_Rarely,1330,Sales,18,4,Marketing,1,737,3,Male,65,4,2,Sales Representative,4,Single,4319,26396,1,Y,No,23,4,4,80,0,10,4,3,7,7,7,7
38,No,Travel_Rarely,548,Sales,9,3,Medical,1,738,2,Female,33,4,3,Sales Executive,3,Married,9082,7012,6,Y,Yes,21,3,3,80,2,21,2,2,13,0,4,13
44,No,Travel_Frequently,1313,Sales,13,3,Marketing,1,739,2,Female,30,3,4,Manager,1,Married,11567,16673,3,Y,No,20,3,2,80,1,14,3,3,3,3,3,3
41,No,Travel_Frequently,816,Research & Development,13,3,Medical,1,740,3,Female,75,4,2,Research Scientist,3,Divorced,5355,10630,0,Y,No,24,4,2,80,1,33,0,3,17,8,8,13
30,No,Travel_Rarely,1006,Research & Development,1,3,Technical Degree,1,741,3,Male,82,3,3,Manufacturing Director,3,Married,9764,20457,2,Y,Yes,14,3,3,80,1,18,2,4,4,4,3,4
19,No,Travel_Rarely,163,Research & Development,3,4,Life Sciences,1,742,2,Female,49,3,2,Healthcare Representative,1,Single,5535,10469,3,Y,No,20,3,3,80,1,23,4,3,10,10,7,9
35,No,Non-Travel,216,Research & Development,23,3,Life Sciences,1,743,3,Male,40,3,4,Research Director,2,Married,12969,25375,5,Y,No,25,4,4,80,3,2,2,3,0,0,0,0
41,No,Travel_Rarely,975,Sales,11,4,Marketing,1,744,3,Female,75,3,5,Manager,4,Single,19693,26313,0,Y,No,24,3,2,80,1,25,4,4,10,3,4,5
27,No,Travel_Rarely,305,Research & Development,17,2,Marketing,1,745,3,Male,54,3,1,Laboratory Technician,3,Single,3214,20697,6,Y,Yes,18,3,3,80,0,25,1,3,13,6,7,1
43,Yes,Non-Travel,887,Research & Development,27,2,Other,1,746,4,Female,41,3,5,Manager,2,Single,17745,10393,2,Y,Yes,23,3,4,80,1,15,3,3,2,2,0,2
29,No,Travel_Rarely,140,Sales,28,3,Human Resources,1,747,3,Female,35,4,1,Sales Representative,1,Single,2703,9714,2,Y,No,19,3,2,80,0,4,2,3,1,1,1,1
39,No,Travel_Rarely,310,Sales,1,4,Life Sciences,1,748,2,Male,83,3,5,Manager,4,Single,19999,12596,1,Y,No,20,4,4,80,1,28,0,3,11,11,5,11
49,No,Travel_Frequently,542,Research & Development,15,4,Medical,1,749,3,Male,64,3,3,Research Scientist,3,Single,6259,21626,2,Y,No,16,3,4,80,0,18,0,3,0,0,0,0
42,No,Travel_Rarely,696,Research & Development,27,3,Human Resources,1,750,3,Female,63,3,5,Manager,4,Divorced,18791,9618,7,Y,No,24,3,3,80,0,8,0,4,0,0,0,0
40,No,Travel_Rarely,907,Research & Development,16,2,Life Sciences,1,751,1,Female,36,2,2,Research Scientist,4,Single,5433,24665,2,Y,No,18,3,1,80,2,35,3,2,20,15,15,13
38,No,Travel_Rarely,530,Research & Development,23,3,Medical,1,752,3,Male,54,3,3,Healthcare Representative,3,Single,6285,15096,0,Y,Yes,15,3,4,80,0,7,5,3,5,5,5,5
39,No,Travel_Rarely,1234,Research & Development,25,3,Life Sciences,1,753,4,Male,94,4,1,Laboratory Technician,4,Divorced,2718,22109,2,Y,No,15,3,4,80,3,29,5,2,10,10,6,5
36,Yes,Non-Travel,331,Research & Development,11,2,Other,1,754,4,Female,35,3,1,Healthcare Representative,4,Single,2701,5161,1,Y,No,23,3,3,80,1,19,3,2,1,1,1,1
30,No,Travel_Rarely,1173,Human Resources,29,4,Medical,1,755,3,Female,77,2,5,Manager,2,Single,17599,10214,2,Y,No,11,3,3,80,2,18,3,3,6,6,6,6
37,No,Non-Travel,214,Research & Development,28,3,Medical,1,756,4,Female,61,1,2,Manufacturing Director,3,Divorced,5153,4368,0,Y,No,25,3,3,80,2,9,3,2,3,3,3,3
47,No,Travel_Rarely,1467,Research & Development,11,3,Other,1,757,4,Female,44,3,2,Healthcare Representative,4,Married,4481,7503,0,Y,No,17,3,3,80,1,6,2,2,1,1,1,1
41,No,Travel_Frequently,738,Research & Development,7,3,Other,1,758,2,Male,38,2,2,Healthcare Representative,3,Single,4908,17665,0,Y,No,25,4,4,80,0,15,3,2,5,5,5,0
38,Yes,Travel_Rarely,1318,Sales,15,4,Life Sciences,1,759,2,Female,49,4,3,Sales Executive,1,Divorced,6251,18619,2,Y,Yes,23,3,3,80,2,19,1,2,2,2,0,2
46,No,Travel_Frequently,148,Research & Development,12,2,Medical,1,760,4,Female,34,3,2,Research Scientist,2,Single,4177,21603,0,Y,No,12,3,2,80,1,16,4,2,0,0,0,0
56,No,Travel_Rarely,1074,Research & Development,6,5,Technical Degree,1,761,2,Female,54,3,3,Healthcare Representative,3,Married,6635,14783,1,Y,No,19,3,3,80,3,18,3,1,16,13,8,16
29,No,Travel_Rarely,1281,Sales,8,3,Medical,1,762,4,Male,42,4,5,Manager,4,Married,17711,8684,0,Y,Yes,12,3,4,80,0,7,2,1,1,1,1,0
43,No,Non-Travel,201,Research & Development,18,3,Medical,1,763,4,Female,49,4,5,Manager,3,Married,16543,18659,5,Y,No,22,3,3,80,0,5,3,3,4,4,3,2
25,No,Travel_Rarely,1431,Human Resources,16,5,Medical,1,764,2,Female,67,3,2,Human Resources,4,Single,3717,22567,4,Y,No,21,3,4,80,1,39,2,4,27,5,13,1
51,No,Travel_Rarely,470,Research & Development,4,2,Technical Degree,1,765,1,Female,43,3,4,Manager,3,Married,13301,19988,2,Y,No,22,3,3,80,0,7,3,2,0,0,0,0
43,No,Travel_Rarely,124,Research & Development,19,4,Human Resources,1,766,4,Female,48,3,4,Research Director,1,Married,11971,14511,0,Y,No,21,3,1,80,3,23,4,3,6,6,1,4
33,No,Travel_Rarely,1223,Research & Development,10,3,Life Sciences,1,767,2,Female,93,1,5,Manager,4,Married,19421,13560,0,Y,Yes,22,4,3,80,1,2,3,3,0,0,0,0
43,No,Non-Travel,620,Research & Development,11,2,Marketing,1,768,4,Male,88,3,4,Manager,3,Single,13137,26297,0,Y,No,11,3,4,80,1,6,2,4,5,5,5,5
43,Yes,Travel_Rarely,571,Research & Development,11,5,Life Sciences,1,769,1,Male,44,3,1,Laboratory Technician,4,Married,2773,25509,5,Y,Yes,18,3,4,80,0,10,1,3,2,2,0,2
30,No,Travel_Rarely,531,Research & Development,25,1,Life Sciences,1,770,3,Male,72,3,2,Healthcare Representative,4,Single,4833,25309,1,Y,No,13,3,2,80,1,8,3,3,2,2,2,2
38,No,Travel_Rarely,1266,Research & Development,10,3,Medical,1,771,4,Male,45,4,2,Research Scientist,2,Married,5901,10689,1,Y,No,19,3,4,80,1,15,2,2,4,2,4,4
24,No,Travel_Rarely,481,Research & Development,7,4,Life Sciences,1,772,2,Male,31,3,2,Research Scientist,4,Single,4120,12140,3,Y,No,16,3,4,80,0,8,2,3,8,0,7,0
28,No,Travel_Rarely,1489,Sales,2,3,Marketing,1,773,1,Male,84,4,2,Sales Executive,1,Divorced,5562,20109,2,Y,No,25,3,3,80,0,12,1,3,5,5,3,5
41,Yes,Travel_Frequently,1300,Research & Development,9,3,Life Sciences,1,774,3,Male,77,3,1,Research Scientist,4,Single,2853,23392,0,Y,No,13,3,3,80,0,25,2,3,6,6,6,6
49,No,Travel_Rarely,1206,Sales,5,2,Life Sciences,1,775,4,Female,81,3,4,Manager,1,Divorced,14370,3703,8,Y,No,12,3,2,80,0,8,4,3,2,2,2,2
32,No,Travel_Rarely,771,Research & Development,16,3,Medical,1,776,3,Female,65,4,2,Research Scientist,3,Divorced,4590,20179,0,Y,Yes,11,3,3,80,0,17,2,2,9,7,5,8
28,No,Travel_Frequently,228,Sales,13,3,Technical Degree,1,777,2,Female,86,3,2,Sales Executive,2,Single,5621,6619,1,Y,No,14,3,3,80,0,11,5,3,0,0,0,0
25,No,Travel_Rarely,673,Research & Development,4,5,Medical,1,778,4,Male,95,2,1,Research Scientist,4,Married,2824,8065,2,Y,No,24,4,1,80,0,17,0,3,15,13,7,3
43,No,Non-Travel,1096,Research & Development,9,3,Medical,1,779,3,Male,44,4,2,Research Scientist,4,Single,4560,12974,0,Y,Yes,25,3,3,80,0,20,1,3,17,17,8,0
30,Yes,Travel_Rarely,386,Research & Development,10,2,Medical,1,780,2,Female,37,3,2,Laboratory Technician,3,Divorced,4349,9520,1,Y,Yes,24,4,4,80,1,9,4,1,0,0,0,0
30,No,Travel_Rarely,1308,Research & Development,5,2,Life Sciences,1,781,4,Male,42,3,5,Research Director,4,Married,19999,5793,1,Y,No,20,3,3,80,3,14,2,3,2,2,2,2
29,No,Travel_Rarely,1487,Research & Development,18,2,Marketing,1,782,4,Male,60,4,1,Laboratory Technician,4,Single,3019,5592,2,Y,No,22,3,4,80,0,20,3,2,3,3,3,0
24,No,Travel_Rarely,1144,Sales,20,2,Life Sciences,1,783,2,Female,61,2,2,Sales Executive,1,Married,5753,5285,0,Y,No,18,3,2,80,0,9,2,2,3,3,3,3
37,No,Travel_Rarely,194,Sales,8,4,Medical,1,784,4,Female,46,2,5,Manager,3,Divorced,19943,20574,2,Y,No,12,3,4,80,0,13,3,2,4,4,4,4
31,No,Travel_Rarely,1482,Human Resources,9,3,Medical,1,785,3,Male,99,3,5,Manager,4,Divorced,17552,11631,2,Y,No,16,4,1,80,0,33,2,4,14,13,0,12
44,No,Travel_Frequently,239,Human Resources,3,3,Human Resources,1,786,1,Female,71,3,5,Manager,3,Married,17213,17029,1,Y,No,13,3,2,80,0,15,5,3,14,2,4,3
28,Yes,Travel_Frequently,327,Human Resources,24,4,Medical,1,787,4,Male,35,1,5,Manager,3,Divorced,16566,5267,2,Y,No,13,4,2,80,1,40,2,1,32,1,14,16
50,No,Travel_Rarely,638,Research & Development,6,4,Medical,1,788,3,Female,54,4,2,Research Scientist,3,Divorced,5466,21065,2,Y,No,11,4,1,80,0,17,6,3,1,1,1,1
52,Yes,Travel_Rarely,317,Research & Development,6,3,Technical Degree,1,789,3,Female,62,2,1,Laboratory Technician,1,Married,3170,11402,2,Y,Yes,15,3,4,80,0,3,2,4,0,0,0,0
31,No,Travel_Rarely,295,Sales,23,3,Life Sciences,1,790,3,Male,41,3,2,Sales Executive,4,Married,5175,16620,1,Y,Yes,17,3,4,80,1,17,2,3,14,6,0,14
31,No,Travel_Rarely,1234,Research & Development,20,3,Medical,1,791,4,Male,82,3,1,Laboratory Technician,2,Single,2492,18387,0,Y,Yes,22,3,3,80,2,23,3,3,11,11,11,1
44,No,Travel_Rarely,594,Research & Development,3,3,Marketing,1,792,3,Female,67,4,5,Research Director,2,Single,19744,21335,8,Y,No,22,4,3,80,0,13,4,3,6,6,6,6
35,No,Travel_Rarely,558,Research & Development,24,2,Life Sciences,1,793,4,Male,64,3,1,Manufacturing Director,3,Single,2971,20357,0,Y,No,11,3,4,80,1,16,2,2,1,1,0,1
25,No,Travel_Rarely,1466,Research & Development,26,2,Technical Degree,1,794,4,Male,59,3,2,Research Scientist,4,Married,5229,8208,0,Y,No,22,3,3,80,1,21,3,3,3,1,3,3
44,Yes,Travel_Frequently,385,Research & Development,12,3,Medical,1,795,4,Female,90,3,2,Research Scientist,2,Married,4117,17298,0,Y,Yes,22,3,2,80,0,14,5,4,1,1,1,1
31,No,Travel_Frequently,641,Human Resources,2,3,Medical,1,796,3,Female,65,3,2,Human Resources,1,Divorced,4603,24602,3,Y,No,17,3,4,80,2,23,3,3,8,8,8,8
32,No,Travel_Rarely,562,Research & Development,21,2,Life Sciences,1,797,3,Female,74,4,2,Laboratory Technician,2,Married,3971,4334,3,Y,No,25,3,3,80,0,17,3,3,6,2,2,6
28,No,Travel_Rarely,1095,Research & Development,20,3,Life Sciences,1,798,3,Male,32,4,2,Healthcare Representative,2,Single,3936,13349,5,Y,No,21,3,3,80,0,18,3,2,11,11,11,11
50,No,Travel_Rarely,791,Research & Development,17,5,Medical,1,799,2,Male,42,3,2,Research Scientist,2,Single,5152,8775,3,Y,No,14,3,3,80,2,18,6,3,7,7,7,7
41,Yes,Travel_Rarely,431,Research & Development,24,3,Life Sciences,1,800,4,Female,49,3,3,Manufacturing Director,3,Married,8689,3145,6,Y,Yes,15,3,4,80,0,11,2,3,2,2,2,2
42,No,Non-Travel,1152,Research & Development,16,2,Medical,1,801,3,Female,85,4,5,Research Director,3,Single,15392,21650,5,Y,No,19,4,2,80,2,29,3,4,10,0,10,10
46,No,Travel_Rarely,275,Research & Development,20,3,Other,1,802,3,Female,46,3,2,Research Scientist,4,Divorced,3519,3294,2,Y,Yes,23,4,3,80,3,18,4,3,14,5,5,14
34,No,Travel_Frequently,748,Research & Development,16,4,Life Sciences,1,803,2,Female,87,3,2,Laboratory Technician,4,Single,3629,15142,4,Y,Yes,19,3,4,80,0,5,6,3,2,2,2,2
51,Yes,Non-Travel,701,Research & Development,5,3,Life Sciences,1,804,4,Male,67,3,4,Manager,3,Single,12519,21194,0,Y,Yes,23,4,3,80,2,9,2,4,1,1,1,1
34,No,Travel_Rarely,303,Sales,13,3,Life Sciences,1,805,2,Male,81,3,1,Sales Representative,2,Married,3231,18130,4,Y,Yes,18,4,3,80,1,22,3,4,7,7,7,7
32,No,Travel_Rarely,1495,Research & Development,24,1,Life Sciences,1,806,3,Male,97,3,2,Research Scientist,3,Married,4970,7636,6,Y,No,25,3,2,80,1,23,2,3,8,8,6,8
44,No,Travel_Rarely,922,Research & Development,16,4,Human Resources,1,807,3,Female,79,3,3,Manufacturing Director,3,Single,7359,4758,3,Y,No,19,3,3,80,1,15,0,3,0,0,0,0
38,No,Travel_Frequently,970,Sales,22,3,Life Sciences,1,808,4,Female,54,3,3,Sales Executive,3,Married,6451,4179,2,Y,No,14,3,4,80,1,22,4,1,3,2,3,1
28,No,Travel_Rarely,697,Research & Development,13,3,Life Sciences,1,809,2,Male,36,3,2,Research Scientist,4,Married,5468,24721,1,Y,Yes,14,3,4,80,0,23,3,3,5,5,5,5
42,No,Travel_Rarely,804,Sales,18,2,Medical,1,810,4,Female,89,2,3,Sales Executive,2,Single,6891,2559,0,Y,No,15,3,3,80,0,21,2,4,13,7,11,13
48,No,Travel_Rarely,931,Research & Development,5,3,Marketing,1,811,3,Male,65,3,3,Manufacturing Director,4,Divorced,7125,21737,0,Y,Yes,23,3,4,80,1,7,3,2,3,3,3,1
36,No,Travel_Frequently,1338,Research & Development,18,2,Marketing,1,812,2,Male,43,3,2,Research Scientist,3,Single,4803,6280,0,Y,No,18,4,4,80,0,10,1,3,7,7,0,7
52,No,Travel_Rarely,1380,Sales,29,4,Medical,1,813,4,Male,47,2,2,Sales Executive,3,Married,4799,26211,9,Y,No,24,3,4,80,0,5,4,3,5,5,5,5
32,Yes,Travel_Rarely,166,Research & Development,28,2,Medical,1,814,2,Female,60,3,1,Research Scientist,2,Married,3133,4704,0,Y,No,17,3,2,80,0,12,4,4,7,2,7,7
31,No,Travel_Frequently,228,Research & Development,20,3,Medical,1,815,4,Female,54,2,2,Research Scientist,4,Divorced,5089,20845,3,Y,No,14,4,3,80,1,17,1,2,0,0,0,0
47,No,Travel_Rarely,1422,Sales,28,2,Medical,1,816,1,Male,73,3,3,Sales Executive,4,Married,7021,22573,1,Y,No,21,4,3,80,2,16,2,4,3,0,3,3
47,No,Travel_Rarely,419,Research & Development,14,2,Medical,1,817,2,Male,50,3,2,Research Scientist,3,Married,3783,12603,0,Y,Yes,14,3,3,80,0,22,4,4,3,3,3,0
35,No,Travel_Rarely,113,Human Resources,15,2,Medical,1,818,2,Male,35,3,2,Human Resources,3,Married,5507,14465,0,Y,No,18,3,4,80,0,14,4,3,0,0,0,0
37,No,Travel_Rarely,402,Sales,27,1,Life Sciences,1,819,3,Male,83,4,1,Sales Representative,2,Divorced,2577,13634,3,Y,No,23,4,1,80,2,5,4,3,4,4,0,0
41,Yes,Travel_Frequently,1062,Research & Development,24,3,Other,1,820,2,Male,32,2,3,Manufacturing Director,4,Married,7006,7516,7,Y,Yes,14,3,4,80,1,16,3,4,2,2,2,2
33,No,Travel_Frequently,667,Research & Development,17,2,Medical,1,821,4,Male,71,4,2,Healthcare Representative,4,Single,5719,7226,3,Y,No,14,3,2,80,0,20,2,3,6,6,2,6
36,Yes,Non-Travel,1275,Research & Development,21,3,Medical,1,822,3,Male,84,2,5,Manager,4,Married,19999,23898,3,Y,Yes,25,3,2,80,0,4,3,2,2,2,1,2
38,No,Travel_Frequently,926,Research & Development,7,4,Life Sciences,1,823,4,Female,55,4,2,Laboratory Technician,4,Married,4330,7831,0,Y,No,24,3,4,80,1,30,2,4,17,8,7,3
38,No,Non-Travel,254,Research & Development,3,3,Marketing,1,824,3,Female,49,2,4,Manager,2,Single,10400,15393,7,Y,No,17,3,3,80,0,1,4,3,1,1,1,1
46,No,Travel_Rarely,224,Research & Development,27,4,Life Sciences,1,825,4,Female,99,3,1,Laboratory Technician,4,Married,3051,12522,0,Y,Yes,24,3,3,80,0,9,3,3,4,4,4,4
49,No,Travel_Rarely,661,Research & Development,8,3,Life Sciences,1,826,4,Male,46,4,2,Laboratory Technician,2,Married,3645,19748,1,Y,Yes,22,3,2,80,1,4,4,4,1,1,1,1
40,No,Travel_Frequently,921,Research & Development,15,4,Medical,1,827,2,Female,87,4,2,Laboratory Technician,4,Single,4275,16731,1,Y,No,11,3,3,80,1,2,4,2,2,2,2,2
31,No,Travel_Rarely,1463,Research & Development,20,3,Life Sciences,1,828,1,Male,77,3,3,Healthcare Representative,3,Married,7246,19010,5,Y,Yes,11,3,2,80,0,26,4,3,19,0,8,4
47,No,Travel_Rarely,1034,Sales,11,4,Life Sciences,1,829,4,Female,51,3,3,Manager,4,Married,8104,12652,0,Y,No,24,3,3,80,0,25,3,3,15,15,4,0
43,No,Travel_Rarely,981,Research & Development,6,3,Technical Degree,1,830,3,Male,36,3,3,Manufacturing Director,2,Married,8645,6793,3,Y,No,12,4,2,80,0,4,1,3,1,1,0,1
43,No,Travel_Rarely,286,Research & Development,25,3,Marketing,1,831,2,Female,36,3,5,Research Director,4,Divorced,15776,15813,2,Y,No,23,3,4,80,1,9,2,3,3,1,3,3
19,No,Travel_Rarely,585,Research & Development,5,3,Medical,1,832,3,Female,88,4,3,Manufacturing Director,2,Divorced,6101,7376,1,Y,No,16,4,4,80,3,7,4,4,3,3,3,3
39,No,Travel_Rarely,758,Research & Development,12,3,Medical,1,833,3,Male,50,3,4,Manager,2,Single,12142,11472,2,Y,No,12,3,4,80,1,14,3,3,1,1,0,1
47,No,Travel_Rarely,250,Sales,19,2,Life Sciences,1,834,2,Female,96,3,3,Sales Executive,2,Single,6722,7788,3,Y,No,18,3,4,80,2,14,3,4,1,1,1,1
53,No,Travel_Frequently,1076,Research & Development,2,2,Marketing,1,835,4,Male,97,3,2,Manufacturing Director,4,Single,5283,2580,3,Y,No,16,3,2,80,1,15,3,4,2,2,0,2
53,No,Travel_Rarely,1420,Research & Development,12,3,Medical,1,836,3,Male,94,4,3,Healthcare Representative,3,Divorced,7050,6538,9,Y,No,21,4,3,80,1,10,5,1,4,4,1,4
48,No,Travel_Rarely,968,Research & Development,9,3,Medical,1,837,4,Female,64,3,2,Research Scientist,1,Divorced,4887,26734,2,Y,Yes,21,3,3,80,2,6,0,2,6,6,1,5
45,Yes,Travel_Rarely,955,Research & Development,5,4,Life Sciences,1,838,4,Female,67,2,1,Laboratory Technician,2,Married,3473,17898,4,Y,No,12,3,3,80,3,13,2,4,1,1,1,1
30,No,Travel_Rarely,792,Research & Development,5,5,Life Sciences,1,839,4,Male,77,3,1,Laboratory Technician,4,Divorced,2478,19304,4,Y,No,20,3,4,80,3,3,1,3,1,1,0,1
41,Yes,Travel_Rarely,276,Research & Development,25,4,Life Sciences,1,840,1,Male,39,4,2,Research Scientist,1,Married,3749,13351,5,Y,Yes,20,3,4,80,2,4,3,2,2,2,2,2
57,No,Travel_Rarely,678,Research & Development,10,1,Life Sciences,1,841,3,Female,90,3,1,Laboratory Technician,1,Divorced,3388,13594,0,Y,No,21,3,2,80,1,3,3,3,3,3,2,3
33,Yes,Travel_Rarely,885,Research & Development,5,4,Life Sciences,1,842,2,Female,44,4,2,Research Scientist,2,Single,4621,20961,1,Y,Yes,20,3,1,80,2,7,4,3,4,4,1,4
44,No,Travel_Rarely,347,Sales,11,3,Marketing,1,843,2,Male,91,3,2,Sales Executive,3,Married,4790,18901,3,Y,No,13,3,3,80,0,10,3,4,4,4,4,4
32,No,Travel_Frequently,958,Sales,24,1,Life Sciences,1,844,4,Male,90,2,5,Manager,1,Divorced,15291,25469,1,Y,No,11,3,3,80,2,2,0,2,2,2,2,2
23,No,Travel_Rarely,725,Research & Development,5,2,Medical,1,845,4,Female,44,1,1,Research Scientist,4,Married,3446,17809,1,Y,No,13,3,4,80,1,15,3,3,5,5,5,5
43,Yes,Travel_Rarely,416,Research & Development,8,4,Life Sciences,1,846,4,Male,87,3,1,Laboratory Technician,2,Divorced,2267,3385,7,Y,No,19,3,3,80,0,4,2,3,3,3,3,3
