Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Binary,AttritionRisk_Score,AttritionRisk_Tier
60,No,Travel_Rarely,1040,Research & Development,24,3,Technical Degree,2,Female,63,4,2,Research Scientist,3,Divorced,4720,26319,3,No,16,3,3,1,19,0,3,2,0,2,2,0,0.0949,Low
41,No,Travel_Rarely,118,Research & Development,19,3,Life Sciences,2,Female,83,2,2,Healthcare Representative,3,Single,5047,24941,4,Yes,15,3,2,1,16,3,2,8,2,7,8,0,0.3046,Medium
46,No,Travel_Rarely,829,Sales,16,2,Life Sciences,2,Male,41,2,3,Sales Executive,3,Married,7228,16710,0,No,12,3,4,0,7,1,4,4,2,4,4,0,0.0599,Low
36,No,Travel_Rarely,306,Sales,5,1,Medical,4,Female,83,3,4,Manager,4,Single,11048,14100,0,Yes,18,3,4,0,20,2,3,7,6,7,7,0,0.1806,Low
38,No,Travel_Rarely,930,Research & Development,8,2,Marketing,3,Female,39,3,3,Healthcare Representative,1,Married,7622,4368,4,No,12,4,4,1,40,0,2,28,9,10,2,0,0.1103,Low
39,No,Travel_Rarely,788,Research & Development,18,3,Technical Degree,3,Male,62,2,3,Research Scientist,2,Divorced,6586,18876,3,No,18,3,2,1,15,1,4,4,3,0,4,0,0.0723,Low
25,No,Travel_Rarely,550,Sales,28,2,Medical,2,Male,40,3,2,Sales Executive,4,Single,5781,7938,0,No,15,3,2,0,32,2,3,22,17,15,15,0,0.0868,Low
60,No,Travel_Rarely,605,Research & Development,26,4,Life Sciences,4,Female,39,3,2,Research Scientist,4,Married,4333,2618,3,No,11,3,3,0,6,4,1,1,0,1,1,0,0.2015,Low
40,No,Non-Travel,720,Research & Development,1,4,Marketing,3,Male,58,3,2,Manufacturing Director,3,Married,5792,11970,3,No,19,3,2,2,16,2,3,11,11,3,3,0,0.0447,Low
31,No,Travel_Rarely,980,Research & Development,27,3,Other,4,Female,32,4,1,Research Scientist,3,Married,1876,2366,1,No,20,3,4,1,2,2,4,0,0,0,0,0,0.5596,Medium
30,No,Travel_Frequently,358,Research & Development,1,3,Medical,1,Female,43,1,2,Healthcare Representative,4,Married,4953,6690,2,Yes,18,3,4,0,7,3,3,2,2,1,2,0,0.4661,Medium
49,Yes,Travel_Rarely,769,Research & Development,24,5,Life Sciences,4,Male,41,4,2,Healthcare Representative,3,Single,4809,12443,3,Yes,14,3,4,0,13,3,2,2,2,2,2,1,0.7441,High
30,No,Travel_Rarely,636,Sales,25,3,Technical Degree,1,Female,30,3,3,Sales Executive,4,Divorced,8849,18826,3,Yes,20,3,4,1,1,4,3,1,1,1,1,0,0.2964,Low
46,No,Non-Travel,966,Research & Development,21,4,Medical,4,Female,48,3,2,Research Scientist,3,Married,3781,23340,8,Yes,15,3,2,1,19,2,3,4,4,4,4,0,0.369,Medium
48,No,Travel_Rarely,1106,Sales,4,4,Life Sciences,4,Female,81,2,3,Sales Executive,4,Married,7621,2492,8,No,25,3,4,0,13,3,2,2,2,2,2,0,0.0862,Low
30,No,Travel_Rarely,813,Research & Development,29,3,Marketing,2,Female,31,2,2,Laboratory Technician,4,Single,4791,3795,6,Yes,15,3,3,2,24,3,3,6,4,6,6,0,0.2844,Low
20,No,Travel_Frequently,211,Sales,3,3,Life Sciences,3,Female,93,4,3,Sales Executive,4,Married,6906,22327,1,No,14,4,4,0,2,3,4,2,2,2,2,0,0.1656,Low
32,No,Travel_Frequently,1474,Research & Development,12,1,Medical,2,Male,34,3,2,Research Scientist,1,Married,5723,9322,1,No,11,3,2,0,6,0,4,1,1,1,1,0,0.266,Low
28,No,Travel_Rarely,262,Research & Development,26,3,Life Sciences,3,Male,68,2,2,Healthcare Representative,4,Divorced,4806,5274,1,No,14,3,4,0,7,4,4,1,1,1,1,0,0.1079,Low
41,Yes,Travel_Frequently,1223,Research & Development,16,2,Medical,2,Female,67,3,1,Laboratory Technician,3,Divorced,2303,25668,2,Yes,18,3,3,2,9,3,4,4,0,4,4,1,0.531,Medium
45,No,Travel_Rarely,1023,Research & Development,9,3,Life Sciences,4,Male,86,3,1,Laboratory Technician,3,Married,2811,25348,6,Yes,16,3,3,0,11,2,4,0,0,0,0,0,0.6206,High
42,No,Travel_Rarely,476,Research & Development,23,3,Life Sciences,4,Male,39,4,2,Laboratory Technician,3,Married,4811,21684,0,Yes,18,3,4,1,6,4,1,3,3,3,3,0,0.3619,Medium
35,No,Travel_Rarely,1259,Research & Development,17,3,Life Sciences,2,Female,43,3,3,Manufacturing Director,2,Married,7323,12829,4,No,17,3,3,1,14,5,4,5,5,5,5,0,0.0797,Low
18,Yes,Travel_Rarely,1224,Research & Development,25,3,Other,2,Male,77,4,1,Laboratory Technician,1,Single,1968,12167,0,No,19,3,3,1,7,2,4,7,4,7,6,1,0.6163,High
24,No,Travel_Rarely,1310,Research & Development,7,3,Medical,4,Male,56,2,1,Laboratory Technician,4,Married,3217,8820,4,No,22,3,3,1,18,1,3,8,4,0,8,0,0.1272,Low
30,Yes,Travel_Rarely,362,Research & Development,29,2,Technical Degree,4,Male,87,4,1,Research Scientist,4,Divorced,3384,5310,2,Yes,21,3,4,0,24,3,3,8,8,8,0,1,0.3525,Medium
28,No,Non-Travel,533,Research & Development,19,2,Life Sciences,3,Male,97,2,2,Research Scientist,4,Married,5405,15987,3,No,13,3,2,0,25,2,4,25,15,12,3,0,0.0558,Low
27,No,Travel_Rarely,1122,Research & Development,5,3,Medical,4,Male,47,3,2,Research Scientist,3,Divorced,5985,4434,1,No,12,3,3,0,16,3,1,1,1,1,1,0,0.0898,Low
44,No,Travel_Rarely,1176,Research & Development,6,3,Medical,3,Female,62,4,2,Healthcare Representative,3,Married,4970,3663,3,No,20,4,2,0,18,3,2,7,7,7,7,0,0.0142,Low
35,No,Travel_Rarely,530,Sales,6,2,Other,4,Male,44,3,3,Sales Executive,4,Married,6480,26923,6,No,22,3,3,1,7,3,2,1,1,1,1,0,0.0672,Low
52,No,Travel_Frequently,211,Sales,27,4,Life Sciences,4,Female,71,2,2,Sales Representative,3,Divorced,4298,11784,1,No,13,3,3,0,26,2,4,12,12,9,12,0,0.0743,Low
35,No,Travel_Rarely,828,Sales,21,4,Technical Degree,3,Male,56,3,5,Manager,3,Divorced,15489,6001,3,No,17,3,2,0,14,2,3,4,4,4,4,0,0.033,Low
30,No,Travel_Rarely,129,Sales,7,3,Other,3,Male,86,1,3,Sales Executive,4,Married,6630,12535,1,No,15,3,4,3,21,3,3,6,4,6,6,0,0.0515,Low
33,No,Travel_Rarely,1056,Research & Development,4,3,Marketing,4,Female,33,3,3,Manufacturing Director,2,Divorced,7446,2925,6,No,24,4,4,3,35,3,2,21,13,9,12,0,0.0734,Low
40,No,Travel_Rarely,1446,Research & Development,7,4,Medical,3,Female,48,3,2,Healthcare Representative,4,Single,5473,15730,6,No,18,4,2,1,11,3,1,3,2,3,3,0,0.089,Low
24,No,Travel_Rarely,538,Research & Development,14,3,Technical Degree,4,Female,76,3,1,Laboratory Technician,4,Divorced,2168,21683,0,No,18,3,3,0,9,1,2,6,6,6,6,0,0.1977,Low
37,No,Travel_Frequently,250,Research & Development,22,2,Life Sciences,1,Male,62,4,2,Manufacturing Director,4,Divorced,3529,3541,2,No,23,3,4,1,2,5,4,2,2,2,1,0,0.1666,Low
38,Yes,Travel_Rarely,414,Human Resources,26,2,Medical,2,Male,86,4,2,Human Resources,3,Single,5312,12977,0,Yes,17,3,4,1,11,2,1,4,0,4,4,1,0.3872,Medium
44,No,Travel_Rarely,1081,Sales,8,4,Marketing,2,Male,48,4,4,Sales Executive,4,Divorced,10026,11966,5,Yes,13,3,1,1,3,3,3,2,2,2,2,0,0.3911,Medium
39,No,Travel_Rarely,1154,Research & Development,16,3,Medical,3,Male,96,4,2,Laboratory Technician,2,Single,3838,12321,2,No,13,3,3,1,4,5,4,2,2,2,2,0,0.1455,Low
26,No,Travel_Frequently,1222,Research & Development,8,3,Other,3,Female,86,3,2,Laboratory Technician,3,Single,3604,18601,2,No,17,4,2,1,32,0,2,24,16,4,0,0,0.098,Low
48,No,Travel_Rarely,1429,Research & Development,9,2,Life Sciences,3,Male,98,3,1,Healthcare Representative,4,Single,2518,13008,1,Yes,13,3,3,0,21,2,3,2,2,2,2,0,0.541,Medium
30,No,Travel_Rarely,581,Research & Development,16,3,Life Sciences,1,Male,98,3,2,Laboratory Technician,2,Married,4186,20045,4,No,15,3,3,0,15,3,3,0,0,0,0,0,0.2752,Low
47,No,Travel_Rarely,842,Sales,6,3,Life Sciences,4,Male,36,3,5,Manager,4,Married,17760,7460,3,No,14,3,3,1,25,5,3,7,7,7,2,0,0.0374,Low
44,No,Travel_Rarely,944,Research & Development,26,4,Medical,3,Male,31,3,2,Healthcare Representative,3,Single,4806,15735,0,No,20,4,3,1,13,3,4,8,8,8,8,0,0.0574,Low
45,No,Travel_Rarely,463,Sales,20,3,Medical,1,Female,32,4,5,Manager,1,Married,15189,12765,1,No,23,3,3,0,1,3,4,0,0,0,0,0,0.2314,Low
37,No,Travel_Rarely,1298,Research & Development,11,3,Life Sciences,1,Female,83,3,2,Laboratory Technician,1,Single,3698,9676,0,No,15,4,3,2,24,4,3,5,4,5,5,0,0.0486,Low
40,No,Travel_Rarely,1105,Research & Development,5,4,Life Sciences,3,Male,44,3,5,Manager,3,Divorced,19999,11959,0,No,11,3,4,0,12,2,2,2,2,0,2,0,0.0477,Low
36,No,Travel_Frequently,386,Research & Development,6,4,Technical Degree,2,Male,37,4,3,Manufacturing Director,4,Married,8009,17977,3,Yes,24,4,3,1,10,2,3,4,4,4,1,0,0.3108,Medium
43,No,Travel_Rarely,1330,Sales,18,4,Marketing,3,Male,65,4,2,Sales Representative,4,Single,4319,26396,1,No,23,4,4,0,10,4,3,7,7,7,7,0,0.0398,Low
38,No,Travel_Rarely,548,Sales,9,3,Medical,2,Female,33,4,3,Sales Executive,3,Married,9082,7012,6,Yes,21,3,3,2,21,2,2,13,0,4,13,0,0.2471,Low
44,No,Travel_Frequently,1313,Sales,13,3,Marketing,2,Female,30,3,4,Manager,1,Married,11567,16673,3,No,20,3,2,1,14,3,3,3,3,3,3,0,0.1331,Low
41,No,Travel_Frequently,816,Research & Development,13,3,Medical,3,Female,75,4,2,Research Scientist,3,Divorced,5355,10630,0,No,24,4,2,1,33,0,3,17,8,8,13,0,0.025,Low
30,No,Travel_Rarely,1006,Research & Development,1,3,Technical Degree,3,Male,82,3,3,Manufacturing Director,3,Married,9764,20457,2,Yes,14,3,3,1,18,2,4,4,4,3,4,0,0.2242,Low
19,No,Travel_Rarely,163,Research & Development,3,4,Life Sciences,2,Female,49,3,2,Healthcare Representative,1,Single,5535,10469,3,No,20,3,3,1,23,4,3,10,10,7,9,0,0.0831,Low
35,No,Non-Travel,216,Research & Development,23,3,Life Sciences,3,Male,40,3,4,Research Director,2,Married,12969,25375,5,No,25,4,4,3,2,2,3,0,0,0,0,0,0.2651,Low
41,No,Travel_Rarely,975,Sales,11,4,Marketing,3,Female,75,3,5,Manager,4,Single,19693,26313,0,No,24,3,2,1,25,4,4,10,3,4,5,0,0.0245,Low
27,No,Travel_Rarely,305,Research & Development,17,2,Marketing,3,Male,54,3,1,Laboratory Technician,3,Single,3214,20697,6,Yes,18,3,3,0,25,1,3,13,6,7,1,0,0.2523,Low
43,Yes,Non-Travel,887,Research & Development,27,2,Other,4,Female,41,3,5,Manager,2,Single,17745,10393,2,Yes,23,3,4,1,15,3,3,2,2,0,2,1,0.739,High
29,No,Travel_Rarely,140,Sales,28,3,Human Resources,3,Female,35,4,1,Sales Representative,1,Single,2703,9714,2,No,19,3,2,0,4,2,3,1,1,1,1,0,0.4828,Medium
39,No,Travel_Rarely,310,Sales,1,4,Life Sciences,2,Male,83,3,5,Manager,4,Single,19999,12596,1,No,20,4,4,1,28,0,3,11,11,5,11,0,0.0152,Low
49,No,Travel_Frequently,542,Research & Development,15,4,Medical,3,Male,64,3,3,Research Scientist,3,Single,6259,21626,2,No,16,3,4,0,18,0,3,0,0,0,0,0,0.1066,Low
42,No,Travel_Rarely,696,Research & Development,27,3,Human Resources,3,Female,63,3,5,Manager,4,Divorced,18791,9618,7,No,24,3,3,0,8,0,4,0,0,0,0,0,0.1264,Low
40,No,Travel_Rarely,907,Research & Development,16,2,Life Sciences,1,Female,36,2,2,Research Scientist,4,Single,5433,24665,2,No,18,3,1,2,35,3,2,20,15,15,13,0,0.0904,Low
38,No,Travel_Rarely,530,Research & Development,23,3,Medical,3,Male,54,3,3,Healthcare Representative,3,Single,6285,15096,0,Yes,15,3,4,0,7,5,3,5,5,5,5,0,0.3092,Medium
39,No,Travel_Rarely,1234,Research & Development,25,3,Life Sciences,4,Male,94,4,1,Laboratory Technician,4,Divorced,2718,22109,2,No,15,3,4,3,29,5,2,10,10,6,5,0,0.1789,Low
36,Yes,Non-Travel,331,Research & Development,11,2,Other,4,Female,35,3,1,Healthcare Representative,4,Single,2701,5161,1,No,23,3,3,1,19,3,2,1,1,1,1,1,0.7597,High
30,No,Travel_Rarely,1173,Human Resources,29,4,Medical,3,Female,77,2,5,Manager,2,Single,17599,10214,2,No,11,3,3,2,18,3,3,6,6,6,6,0,0.0748,Low
37,No,Non-Travel,214,Research & Development,28,3,Medical,4,Female,61,1,2,Manufacturing Director,3,Divorced,5153,4368,0,No,25,3,3,2,9,3,2,3,3,3,3,0,0.0845,Low
47,No,Travel_Rarely,1467,Research & Development,11,3,Other,4,Female,44,3,2,Healthcare Representative,4,Married,4481,7503,0,No,17,3,3,1,6,2,2,1,1,1,1,0,0.095,Low
41,No,Travel_Frequently,738,Research & Development,7,3,Other,2,Male,38,2,2,Healthcare Representative,3,Single,4908,17665,0,No,25,4,4,0,15,3,2,5,5,5,0,0,0.1209,Low
38,Yes,Travel_Rarely,1318,Sales,15,4,Life Sciences,2,Female,49,4,3,Sales Executive,1,Divorced,6251,18619,2,Yes,23,3,3,2,19,1,2,2,2,0,2,1,0.7777,High
46,No,Travel_Frequently,148,Research & Development,12,2,Medical,4,Female,34,3,2,Research Scientist,2,Single,4177,21603,0,No,12,3,2,1,16,4,2,0,0,0,0,0,0.2934,Low
56,No,Travel_Rarely,1074,Research & Development,6,5,Technical Degree,2,Female,54,3,3,Healthcare Representative,3,Married,6635,14783,1,No,19,3,3,3,18,3,1,16,13,8,16,0,0.0859,Low
29,No,Travel_Rarely,1281,Sales,8,3,Medical,4,Male,42,4,5,Manager,4,Married,17711,8684,0,Yes,12,3,4,0,7,2,1,1,1,1,0,0,0.3244,Medium
43,No,Non-Travel,201,Research & Development,18,3,Medical,4,Female,49,4,5,Manager,3,Married,16543,18659,5,No,22,3,3,0,5,3,3,4,4,3,2,0,0.0635,Low
25,No,Travel_Rarely,1431,Human Resources,16,5,Medical,2,Female,67,3,2,Human Resources,4,Single,3717,22567,4,No,21,3,4,1,39,2,4,27,5,13,1,0,0.0989,Low
51,No,Travel_Rarely,470,Research & Development,4,2,Technical Degree,1,Female,43,3,4,Manager,3,Married,13301,19988,2,No,22,3,3,0,7,3,2,0,0,0,0,0,0.1105,Low
43,No,Travel_Rarely,124,Research & Development,19,4,Human Resources,4,Female,48,3,4,Research Director,1,Married,11971,14511,0,No,21,3,1,3,23,4,3,6,6,1,4,0,0.1246,Low
33,No,Travel_Rarely,1223,Research & Development,10,3,Life Sciences,2,Female,93,1,5,Manager,4,Married,19421,13560,0,Yes,22,4,3,1,2,3,3,0,0,0,0,0,0.5004,Medium
43,No,Non-Travel,620,Research & Development,11,2,Marketing,4,Male,88,3,4,Manager,3,Single,13137,26297,0,No,11,3,4,1,6,2,4,5,5,5,5,0,0.0517,Low
43,Yes,Travel_Rarely,571,Research & Development,11,5,Life Sciences,1,Male,44,3,1,Laboratory Technician,4,Married,2773,25509,5,Yes,18,3,4,0,10,1,3,2,2,0,2,1,0.6691,High
30,No,Travel_Rarely,531,Research & Development,25,1,Life Sciences,3,Male,72,3,2,Healthcare Representative,4,Single,4833,25309,1,No,13,3,2,1,8,3,3,2,2,2,2,0,0.1148,Low
38,No,Travel_Rarely,1266,Research & Development,10,3,Medical,4,Male,45,4,2,Research Scientist,2,Married,5901,10689,1,No,19,3,4,1,15,2,2,4,2,4,4,0,0.0684,Low
24,No,Travel_Rarely,481,Research & Development,7,4,Life Sciences,2,Male,31,3,2,Research Scientist,4,Single,4120,12140,3,No,16,3,4,0,8,2,3,8,0,7,0,0,0.0435,Low
28,No,Travel_Rarely,1489,Sales,2,3,Marketing,1,Male,84,4,2,Sales Executive,1,Divorced,5562,20109,2,No,25,3,3,0,12,1,3,5,5,3,5,0,0.0963,Low
41,Yes,Travel_Frequently,1300,Research & Development,9,3,Life Sciences,3,Male,77,3,1,Research Scientist,4,Single,2853,23392,0,No,13,3,3,0,25,2,3,6,6,6,6,1,0.2352,Low
49,No,Travel_Rarely,1206,Sales,5,2,Life Sciences,4,Female,81,3,4,Manager,1,Divorced,14370,3703,8,No,12,3,2,0,8,4,3,2,2,2,2,0,0.1667,Low
32,No,Travel_Rarely,771,Research & Development,16,3,Medical,3,Female,65,4,2,Research Scientist,3,Divorced,4590,20179,0,Yes,11,3,3,0,17,2,2,9,7,5,8,0,0.2549,Low
28,No,Travel_Frequently,228,Sales,13,3,Technical Degree,2,Female,86,3,2,Sales Executive,2,Single,5621,6619,1,No,14,3,3,0,11,5,3,0,0,0,0,0,0.1746,Low
25,No,Travel_Rarely,673,Research & Development,4,5,Medical,4,Male,95,2,1,Research Scientist,4,Married,2824,8065,2,No,24,4,1,0,17,0,3,15,13,7,3,0,0.1387,Low
43,No,Non-Travel,1096,Research & Development,9,3,Medical,3,Male,44,4,2,Research Scientist,4,Single,4560,12974,0,Yes,25,3,3,0,20,1,3,17,17,8,0,0,0.2409,Low
30,Yes,Travel_Rarely,386,Research & Development,10,2,Medical,2,Female,37,3,2,Laboratory Technician,3,Divorced,4349,9520,1,Yes,24,4,4,1,9,4,1,0,0,0,0,1,0.7341,High
30,No,Travel_Rarely,1308,Research & Development,5,2,Life Sciences,4,Male,42,3,5,Research Director,4,Married,19999,5793,1,No,20,3,3,3,14,2,3,2,2,2,2,0,0.0473,Low
29,No,Travel_Rarely,1487,Research & Development,18,2,Marketing,4,Male,60,4,1,Laboratory Technician,4,Single,3019,5592,2,No,22,3,4,0,20,3,2,3,3,3,0,0,0.2604,Low
24,No,Travel_Rarely,1144,Sales,20,2,Life Sciences,2,Female,61,2,2,Sales Executive,1,Married,5753,5285,0,No,18,3,2,0,9,2,2,3,3,3,3,0,0.0517,Low
37,No,Travel_Rarely,194,Sales,8,4,Medical,4,Female,46,2,5,Manager,3,Divorced,19943,20574,2,No,12,3,4,0,13,3,2,4,4,4,4,0,0.0444,Low
31,No,Travel_Rarely,1482,Human Resources,9,3,Medical,3,Male,99,3,5,Manager,4,Divorced,17552,11631,2,No,16,4,1,0,33,2,4,14,13,0,12,0,0.0521,Low
44,No,Travel_Frequently,239,Human Resources,3,3,Human Resources,1,Female,71,3,5,Manager,3,Married,17213,17029,1,No,13,3,2,0,15,5,3,14,2,4,3,0,0.0774,Low
28,Yes,Travel_Frequently,327,Human Resources,24,4,Medical,4,Male,35,1,5,Manager,3,Divorced,16566,5267,2,No,13,4,2,1,40,2,1,32,1,14,16,1,0.4879,Medium
50,No,Travel_Rarely,638,Research & Development,6,4,Medical,3,Female,54,4,2,Research Scientist,3,Divorced,5466,21065,2,No,11,4,1,0,17,6,3,1,1,1,1,0,0.1076,Low
52,Yes,Travel_Rarely,317,Research & Development,6,3,Technical Degree,3,Female,62,2,1,Laboratory Technician,1,Married,3170,11402,2,Yes,15,3,4,0,3,2,4,0,0,0,0,1,0.8153,High
31,No,Travel_Rarely,295,Sales,23,3,Life Sciences,3,Male,41,3,2,Sales Executive,4,Married,5175,16620,1,Yes,17,3,4,1,17,2,3,14,6,0,14,0,0.3292,Medium
31,No,Travel_Rarely,1234,Research & Development,20,3,Medical,4,Male,82,3,1,Laboratory Technician,2,Single,2492,18387,0,Yes,22,3,3,2,23,3,3,11,11,11,1,0,0.3591,Medium
44,No,Travel_Rarely,594,Research & Development,3,3,Marketing,3,Female,67,4,5,Research Director,2,Single,19744,21335,8,No,22,4,3,0,13,4,3,6,6,6,6,0,0.1573,Low
35,No,Travel_Rarely,558,Research & Development,24,2,Life Sciences,4,Male,64,3,1,Manufacturing Director,3,Single,2971,20357,0,No,11,3,4,1,16,2,2,1,1,0,1,0,0.4743,Medium
25,No,Travel_Rarely,1466,Research & Development,26,2,Technical Degree,4,Male,59,3,2,Research Scientist,4,Married,5229,8208,0,No,22,3,3,1,21,3,3,3,1,3,3,0,0.0296,Low
44,Yes,Travel_Frequently,385,Research & Development,12,3,Medical,4,Female,90,3,2,Research Scientist,2,Married,4117,17298,0,Yes,22,3,2,0,14,5,4,1,1,1,1,1,0.791,High
31,No,Travel_Frequently,641,Human Resources,2,3,Medical,3,Female,65,3,2,Human Resources,1,Divorced,4603,24602,3,No,17,3,4,2,23,3,3,8,8,8,8,0,0.0464,Low
32,No,Travel_Rarely,562,Research & Development,21,2,Life Sciences,3,Female,74,4,2,Laboratory Technician,2,Married,3971,4334,3,No,25,3,3,0,17,3,3,6,2,2,6,0,0.0727,Low
28,No,Travel_Rarely,1095,Research & Development,20,3,Life Sciences,3,Male,32,4,2,Healthcare Representative,2,Single,3936,13349,5,No,21,3,3,0,18,3,2,11,11,11,11,0,0.0554,Low
50,No,Travel_Rarely,791,Research & Development,17,5,Medical,2,Male,42,3,2,Research Scientist,2,Single,5152,8775,3,No,14,3,3,2,18,6,3,7,7,7,7,0,0.0402,Low
41,Yes,Travel_Rarely,431,Research & Development,24,3,Life Sciences,4,Female,49,3,3,Manufacturing Director,3,Married,8689,3145,6,Yes,15,3,4,0,11,2,3,2,2,2,2,1,0.5284,Medium
42,No,Non-Travel,1152,Research & Development,16,2,Medical,3,Female,85,4,5,Research Director,3,Single,15392,21650,5,No,19,4,2,2,29,3,4,10,0,10,10,0,0.0521,Low
46,No,Travel_Rarely,275,Research & Development,20,3,Other,3,Female,46,3,2,Research Scientist,4,Divorced,3519,3294,2,Yes,23,4,3,3,18,4,3,14,5,5,14,0,0.1794,Low
34,No,Travel_Frequently,748,Research & Development,16,4,Life Sciences,2,Female,87,3,2,Laboratory Technician,4,Single,3629,15142,4,Yes,19,3,4,0,5,6,3,2,2,2,2,0,0.5476,Medium
51,Yes,Non-Travel,701,Research & Development,5,3,Life Sciences,4,Male,67,3,4,Manager,3,Single,12519,21194,0,Yes,23,4,3,2,9,2,4,1,1,1,1,1,0.7454,High
34,No,Travel_Rarely,303,Sales,13,3,Life Sciences,2,Male,81,3,1,Sales Representative,2,Married,3231,18130,4,Yes,18,4,3,1,22,3,4,7,7,7,7,0,0.3253,Medium
32,No,Travel_Rarely,1495,Research & Development,24,1,Life Sciences,3,Male,97,3,2,Research Scientist,3,Married,4970,7636,6,No,25,3,2,1,23,2,3,8,8,6,8,0,0.0585,Low
44,No,Travel_Rarely,922,Research & Development,16,4,Human Resources,3,Female,79,3,3,Manufacturing Director,3,Single,7359,4758,3,No,19,3,3,1,15,0,3,0,0,0,0,0,0.0851,Low
38,No,Travel_Frequently,970,Sales,22,3,Life Sciences,4,Female,54,3,3,Sales Executive,3,Married,6451,4179,2,No,14,3,4,1,22,4,1,3,2,3,1,0,0.1147,Low
28,No,Travel_Rarely,697,Research & Development,13,3,Life Sciences,2,Male,36,3,2,Research Scientist,4,Married,5468,24721,1,Yes,14,3,4,0,23,3,3,5,5,5,5,0,0.2854,Low
42,No,Travel_Rarely,804,Sales,18,2,Medical,4,Female,89,2,3,Sales Executive,2,Single,6891,2559,0,No,15,3,3,0,21,2,4,13,7,11,13,0,0.0673,Low
48,No,Travel_Rarely,931,Research & Development,5,3,Marketing,3,Male,65,3,3,Manufacturing Director,4,Divorced,7125,21737,0,Yes,23,3,4,1,7,3,2,3,3,3,1,0,0.285,Low
36,No,Travel_Frequently,1338,Research & Development,18,2,Marketing,2,Male,43,3,2,Research Scientist,3,Single,4803,6280,0,No,18,4,4,0,10,1,3,7,7,0,7,0,0.0314,Low
52,No,Travel_Rarely,1380,Sales,29,4,Medical,4,Male,47,2,2,Sales Executive,3,Married,4799,26211,9,No,24,3,4,0,5,4,3,5,5,5,5,0,0.1288,Low
32,Yes,Travel_Rarely,166,Research & Development,28,2,Medical,2,Female,60,3,1,Research Scientist,2,Married,3133,4704,0,No,17,3,2,0,12,4,4,7,2,7,7,1,0.6525,High
31,No,Travel_Frequently,228,Research & Development,20,3,Medical,4,Female,54,2,2,Research Scientist,4,Divorced,5089,20845,3,No,14,4,3,1,17,1,2,0,0,0,0,0,0.1377,Low
47,No,Travel_Rarely,1422,Sales,28,2,Medical,1,Male,73,3,3,Sales Executive,4,Married,7021,22573,1,No,21,4,3,2,16,2,4,3,0,3,3,0,0.0534,Low
47,No,Travel_Rarely,419,Research & Development,14,2,Medical,2,Male,50,3,2,Research Scientist,3,Married,3783,12603,0,Yes,14,3,3,0,22,4,4,3,3,3,0,0,0.3725,Medium
35,No,Travel_Rarely,113,Human Resources,15,2,Medical,2,Male,35,3,2,Human Resources,3,Married,5507,14465,0,No,18,3,4,0,14,4,3,0,0,0,0,0,0.1176,Low
37,No,Travel_Rarely,402,Sales,27,1,Life Sciences,3,Male,83,4,1,Sales Representative,2,Divorced,2577,13634,3,No,23,4,1,2,5,4,3,4,4,0,0,0,0.3393,Medium
41,Yes,Travel_Frequently,1062,Research & Development,24,3,Other,2,Male,32,2,3,Manufacturing Director,4,Married,7006,7516,7,Yes,14,3,4,1,16,3,4,2,2,2,2,1,0.4602,Medium
33,No,Travel_Frequently,667,Research & Development,17,2,Medical,4,Male,71,4,2,Healthcare Representative,4,Single,5719,7226,3,No,14,3,2,0,20,2,3,6,6,2,6,0,0.0253,Low
36,Yes,Non-Travel,1275,Research & Development,21,3,Medical,3,Male,84,2,5,Manager,4,Married,19999,23898,3,Yes,25,3,2,0,4,3,2,2,2,1,2,1,0.533,Medium
38,No,Travel_Frequently,926,Research & Development,7,4,Life Sciences,4,Female,55,4,2,Laboratory Technician,4,Married,4330,7831,0,No,24,3,4,1,30,2,4,17,8,7,3,0,0.0193,Low
38,No,Non-Travel,254,Research & Development,3,3,Marketing,3,Female,49,2,4,Manager,2,Single,10400,15393,7,No,17,3,3,0,1,4,3,1,1,1,1,0,0.2419,Low
46,No,Travel_Rarely,224,Research & Development,27,4,Life Sciences,4,Female,99,3,1,Laboratory Technician,4,Married,3051,12522,0,Yes,24,3,3,0,9,3,3,4,4,4,4,0,0.3797,Medium
49,No,Travel_Rarely,661,Research & Development,8,3,Life Sciences,4,Male,46,4,2,Laboratory Technician,2,Married,3645,19748,1,Yes,22,3,2,1,4,4,4,1,1,1,1,0,0.4784,Medium
40,No,Travel_Frequently,921,Research & Development,15,4,Medical,2,Female,87,4,2,Laboratory Technician,4,Single,4275,16731,1,No,11,3,3,1,2,4,2,2,2,2,2,0,0.1007,Low
31,No,Travel_Rarely,1463,Research & Development,20,3,Life Sciences,1,Male,77,3,3,Healthcare Representative,3,Married,7246,19010,5,Yes,11,3,2,0,26,4,3,19,0,8,4,0,0.3702,Medium
47,No,Travel_Rarely,1034,Sales,11,4,Life Sciences,4,Female,51,3,3,Manager,4,Married,8104,12652,0,No,24,3,3,0,25,3,3,15,15,4,0,0,0.0459,Low
